launch_date,phi_at_launch,D_mGy,H_mSv,REID_median,REID_p5,REID_p95,panel
2009-02-01,408.9741935483871,876.2185864551835,2838.2968903410774,0.11060014224885098,0.03059412834796246,0.3798003089922572,real
2009-03-01,402.9,884.595254098436,2864.233498269601,0.11161081612729881,0.030873700197749005,0.3832709577954135,real
2009-04-01,394.5741935483871,890.420525748273,2882.341668448561,0.1123164386449695,0.03106888896904603,0.3856940618239801,real
2009-05-01,388.04,892.7015515899508,2890.5377684906275,0.11263581673174514,0.03115723509572962,0.3867908045005836,real
2009-06-01,386.1290322580645,883.8134443586916,2867.9575460479687,0.11175593139534234,0.030913841874292088,0.38376928286554246,real
2009-07-01,385.12,865.1285060717712,2814.7632792108416,0.10968310613910123,0.03034045850748183,0.3766512117961943,real
2009-08-01,385.7,841.3724845738215,2741.4686404202957,0.10682702807908603,0.029550412337891012,0.3668434547025451,real
2009-09-01,383.7548387096774,816.9887458720033,2663.694311719923,0.10379638958357036,0.028712079391632575,0.356436257987998,real
2009-10-01,380.09333333333336,794.6596696926946,2591.9730714475963,0.10100162226963014,0.02793899295460979,0.3468390416751322,real
2009-11-01,380.8354838709678,769.9236420673656,2511.7119145101356,0.0978740793390265,0.027073854376240162,0.3360990756382246,real
2009-12-01,380.0733333333333,745.3486699908319,2430.934731001003,0.09472642835967529,0.02620315352451624,0.32529005866727406,real
2010-01-01,385.3741935483871,719.5215552199426,2345.3905196964038,0.0913930202264206,0.02528106866828274,0.3138431526030951,real
2010-02-01,409.6258064516129,697.8239998324234,2278.4956293279392,0.08878632167573289,0.024560005671412904,0.3048917634378506,real
2010-03-01,430.95000000000005,684.6021657308455,2236.7433431407726,0.08715935699588209,0.024109955922643478,0.29930477525173677,real
2010-04-01,452.0709677419355,672.1885244081711,2196.648311057262,0.0855969706694201,0.023677769789525044,0.29393954879280165,real
2010-05-01,456.08,664.2074404190065,2170.3856032047775,0.0845735896291175,0.02339468289416245,0.2904252636624154,real
2010-06-01,451.81612903225806,658.7152215304137,2153.320492382455,0.0839086120889369,0.02321073730603634,0.2881417342735901,real
2010-07-01,454.99333333333334,648.741201682791,2121.2459237389057,0.08265875980370936,0.022865004104860063,0.28384974807472935,real
2010-08-01,463.1677419354839,629.6738068928348,2059.8601228508737,0.08026673438403589,0.022203323828387914,0.2756355453166063,real
2010-09-01,469.4,612.4551326500786,2004.5096401262174,0.07810988769061128,0.021606698514678637,0.26822894507220096,real
2010-10-01,471.05333333333334,592.3124620390142,1939.6193964166714,0.07558130436683644,0.020907243693255126,0.25954580318688997,real
2010-11-01,479.0258064516129,570.4975266217424,1871.7824690981352,0.0729378973868663,0.020176026438225365,0.2504683574678238,real
2010-12-01,489.35999999999996,554.5356496980539,1823.5885997766688,0.07105992302110636,0.019656542578512338,0.24401940333546535,real
2011-01-01,485.5290322580645,540.8060924433628,1781.5797858543851,0.0694229622044556,0.019203727705883005,0.2383980884679554,real
2011-02-01,477.5935483870968,523.3926854820697,1727.3409635959076,0.06730943367345092,0.01861908502975381,0.2311402425663343,real
2011-03-01,492.85,510.25207732766233,1686.669200741698,0.06572457383285596,0.018180682290021375,0.22569784217761657,real
2011-04-01,537.3967741935484,510.16095386658975,1687.683961179924,0.0657641160841258,0.01819162043789279,0.2258336300612953,real
2011-05-01,541.98,516.6285715772123,1708.4348575390663,0.06657271792451908,0.018415295272159543,0.2286103645445303,real
2011-06-01,562.0677419354839,515.0675925380723,1702.7269091507828,0.06635029584251574,0.018353769042754514,0.227846568280313,real
2011-07-01,578.2866666666667,508.5125256258444,1681.3631834903886,0.06551781383365828,0.018123488494208296,0.22498782942369233,real
2011-08-01,562.5258064516129,501.6054156812955,1660.967838905717,0.0647230668077374,0.01790364616832343,0.2222586723007633,real
2011-09-01,561.1451612903226,503.1731422254818,1666.0938514751629,0.06492281255008012,0.017958899685669195,0.22294459813339873,real
2011-10-01,573.8066666666667,500.98479465400146,1659.2300112929543,0.06465534873996599,0.01788491404723616,0.22202612881084555,real
2011-11-01,564.1774193548388,490.9015990610127,1627.3357290122046,0.063412521687877,0.017541124160778528,0.21775826722577396,real
2011-12-01,528.26,473.6093096214932,1574.5908131361502,0.06135720632652514,0.01697258436795208,0.21070032504373223,real
2012-01-01,523.9516129032259,456.9762862028483,1524.4681791639957,0.05940407363414453,0.01643231026833251,0.20399327761155098,real
2012-02-01,554.2774193548387,445.72148705984193,1489.8835646542202,0.058056412190614845,0.01605952117118851,0.1993654152755526,real
2012-03-01,610.7965517241379,442.0450969823641,1478.4893806289429,0.05761241410912668,0.01593670275508978,0.19784072819005358,real
2012-04-01,598.4870967741936,444.7095091770197,1486.9234689381758,0.05794106590376979,0.01602761416788413,0.19896931673088442,real
2012-05-01,554.9,444.61857414958973,1487.2815593572586,0.057955019641810115,0.016031474040429136,0.19901723379420422,real
2012-06-01,572.0483870967741,445.86146484622896,1491.7639103689837,0.05812968377268139,0.016079789501232414,0.19961702950446208,real
2012-07-01,627.2066666666667,448.03734818179254,1498.9938028068805,0.05841141157036052,0.016157720833201137,0.20058448128557727,real
2012-08-01,655.0193548387097,453.51587307501626,1515.6103359081642,0.05905890934655823,0.016336831182132167,0.20280798525647062,real
2012-09-01,627.7741935483871,451.3520794654102,1508.4252697160414,0.05877892829678837,0.01625938303425924,0.20184653179852377,real
2012-10-01,611.1333333333333,440.89845257159146,1475.4253359524687,0.05749301723481514,0.01590367528132023,0.19743071994924866,real
2012-11-01,609.6677419354838,431.6117601976646,1445.7222711272982,0.0563355755288152,0.015583504625219517,0.19345607119526953,real
2012-12-01,600.4066666666666,424.7464752537733,1424.2617897724383,0.055499323233062205,0.015352181142741703,0.19058438519320417,real
2013-01-01,582.9032258064517,418.3958043563014,1405.5257074277217,0.054769232811738164,0.015150224078298254,0.18807725851169174,real
2013-02-01,570.858064516129,414.28192492546486,1394.0676880964097,0.0543227472547671,0.015026717578598199,0.1865440294484176,real
2013-03-01,586.5,411.9261917081549,1387.7792781284509,0.05407770627989862,0.014958934528023372,0.18570256002461327,real
2013-04-01,601.2741935483871,409.2135431498114,1380.5429565432964,0.05379572795712339,0.01488093389599057,0.18473424794163082,real
2013-05-01,638.7,406.796633788536,1373.660415534,0.0535275354303824,0.014806746680511072,0.18381327620999902,real
2013-06-01,678.5806451612904,405.9669339347266,1370.0955448533919,0.05338862282905594,0.014768320780980417,0.18333625106487764,real
2013-07-01,669.0,404.5035436766278,1364.0079718743564,0.05315140788522013,0.01470270256123674,0.182521656190635,real
2013-08-01,650.4645161290323,403.06660066944914,1359.2867807569432,0.0529674368528215,0.014651812632317416,0.18188990062929575,real
2013-09-01,639.5709677419355,403.3652840627932,1360.6597641670883,0.053020938007328676,0.014666612081526741,0.18207362331355362,real
2013-10-01,618.0866666666667,401.16541287242785,1354.0126300832535,0.05276191860110618,0.014594962327761021,0.1811841520297197,real
2013-11-01,610.0548387096775,396.3569826480018,1340.0263686832814,0.05221691483295539,0.014444203794418341,0.17931261194544143,real
2013-12-01,628.5533333333333,396.30248113283767,1340.364317635548,0.05223008371684514,0.014447846561197216,0.17935783382372034,real
2014-01-01,640.7870967741935,397.37650606280226,1344.1792052597755,0.052378738748437764,0.014488967404476805,0.1798683144233303,real
2014-02-01,664.083870967742,397.49942027210244,1344.5605102999295,0.05239359709247668,0.014493077508454261,0.17991933789890946,real
2014-03-01,674.1,399.12758796068766,1349.1426100077892,0.05257214813877924,0.01454246816488717,0.18053248125639287,real
2014-04-01,658.6903225806452,395.0719589706447,1335.5127015608027,0.05204103040468823,0.014395550775865202,0.17870862574031976,real
